,Age,I18n,App Id,Build,Gender,Section,OS Version,Device Type,Handedness,Device Model,Games Scores,Install Mode,Participant ID,Client Time Zone,Games Play Count,Processor Count,Runtime Platform,System Memory Size,Times Finished Game,Graphics Device Name,Processor Frequency,Games Map Dialog Stage,Client Time Zone Offset,PID,Created At,Updated At
0,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 129,"[{'score': 20940.0, 'gameName': 'BRT', 'highScore': 20940.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 19390.0, 'gameName': 'Stroop', 'highScore': 19390.0}, {'score': 14140.0, 'gameName': 'TaskSwitch2', 'highScore': 14140.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_173b04029437i39,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x0000A7A1) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-4,WPI6_173b04029437i39,2024-10-31T19:30:15.000000Z,2024-11-01T15:47:16.000000Z
1,22,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 33840.0, 'gameName': 'BRT', 'highScore': 33840.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 37750.0, 'gameName': 'Stroop', 'highScore': 37750.0}, {'score': 64390.0, 'gameName': 'TaskSwitch2', 'highScore': 64390.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_173730609q4x876,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_173730609q4x876,2025-01-19T17:02:44.000000Z,2025-01-19T17:19:15.000000Z
2,35,10,ACE Explorer,1.24.0,FEMALE,None,Mac OS X 10_15_7,3,RIGHT,Chrome 129,"[{'score': 23920.0, 'gameName': 'BRT', 'highScore': 23920.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 41810.0, 'gameName': 'Stroop', 'highScore': 41810.0}, {'score': 42280.0, 'gameName': 'TaskSwitch2', 'highScore': 42280.0}, {'score': 4260.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4260.0}]",0,WPI6_alena1,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M3 Pro, Unspecified Version)",0,2,-4,WPI6_alena1,2024-10-02T20:37:01.000000Z,2024-10-02T20:50:43.000000Z
3,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 46560.0, 'gameName': 'BRT', 'highScore': 46560.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 81420.0, 'gameName': 'Stroop', 'highScore': 81420.0}, {'score': 42000.0, 'gameName': 'TaskSwitch2', 'highScore': 42000.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_o1d733879690572,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A7A8) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_o1d733879690572,2024-12-11T01:15:59.000000Z,2024-12-11T01:32:21.000000Z
4,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 131,"[{'score': 35440.0, 'gameName': 'BRT', 'highScore': 35440.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 26080.0, 'gameName': 'Stroop', 'highScore': 26080.0}, {'score': 46570.0, 'gameName': 'TaskSwitch2', 'highScore': 46570.0}, {'score': 4970.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4970.0}]",0,WPI6_17338430c619k41,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-5,WPI6_17338430c619k41,2024-12-10T15:05:47.000000Z,2024-12-10T15:20:46.000000Z
5,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Safari 17.2,"[{'score': 23860.0, 'gameName': 'BRT', 'highScore': 23860.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 30370.0, 'gameName': 'Stroop', 'highScore': 30370.0}, {'score': 25030.0, 'gameName': 'TaskSwitch2', 'highScore': 25030.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_z17l33879987190,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,Apple GPU,0,2,-5,WPI6_z17l33879987190,2024-12-11T01:20:14.000000Z,2024-12-11T01:32:56.000000Z
6,35,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 129,"[{'score': 50160.0, 'gameName': 'BRT', 'highScore': 50160.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 38120.0, 'gameName': 'Stroop', 'highScore': 38120.0}, {'score': 52850.0, 'gameName': 'TaskSwitch2', 'highScore': 52850.0}, {'score': 0.0, 'gameName': 'SpatialSpanReverse', 'highScore': 0.0}]",0,WPI6_y17a28670978573,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M3 Pro, Unspecified Version)",0,2,-4,WPI6_y17a28670978573,2024-10-11T18:23:36.000000Z,2024-10-11T18:35:24.000000Z
7,26,10,ACE Explorer,1.24.0,FEMALE,None,Windows 10,3,LEFT,Chrome 129,"[{'score': 33750.0, 'gameName': 'BRT', 'highScore': 33750.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 41500.0, 'gameName': 'Stroop', 'highScore': 41500.0}, {'score': 8230.0, 'gameName': 'TaskSwitch2', 'highScore': 8230.0}, {'score': 0.0, 'gameName': 'SpatialSpanReverse', 'highScore': 0.0}]",0,WPI6_test,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-4,WPI6_test,2024-10-01T18:57:08.000000Z,2024-10-01T19:09:02.000000Z
8,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 128,"[{'score': 54510.0, 'gameName': 'BRT', 'highScore': 54510.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 46890.0, 'gameName': 'Stroop', 'highScore': 46890.0}, {'score': 30190.0, 'gameName': 'TaskSwitch2', 'highScore': 30190.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_173y3b374550702,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4050 Laptop GPU (0x000028E1) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_173y3b374550702,2024-12-05T04:57:43.000000Z,2024-12-05T05:10:38.000000Z
9,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 32170.0, 'gameName': 'BRT', 'highScore': 32170.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}]",0,WPI6_1730519011tt682,GMT,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 0, 'lastPlaySession': -1}, {'gameName': 'SpatialSpanReverse', 'playCount': 0, 'lastPlaySession': -1}, {'gameName': 'TaskSwitch2', 'playCount': 0, 'lastPlaySession': -1}]",1,17,256,0,"ANGLE (Intel, Intel(R) UHD Graphics (0x00004626) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,1,-4,WPI6_1730519011tt682,2024-11-02T03:44:34.000000Z,2024-11-02T03:48:47.000000Z
10,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 11630.0, 'gameName': 'BRT', 'highScore': 11630.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 46470.0, 'gameName': 'Stroop', 'highScore': 46470.0}, {'score': 27180.0, 'gameName': 'TaskSwitch2', 'highScore': 27180.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_17305q196215x98,GMT,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00004626) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-4,WPI6_17305q196215x98,2024-11-02T03:54:09.000000Z,2024-11-02T04:07:45.000000Z
11,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 131,"[{'score': 29720.0, 'gameName': 'BRT', 'highScore': 29720.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 44440.0, 'gameName': 'Stroop', 'highScore': 44440.0}, {'score': 35760.0, 'gameName': 'TaskSwitch2', 'highScore': 35760.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1732e040001i696,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x00001638) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1732e040001i696,2024-11-19T18:14:39.000000Z,2024-11-19T18:29:01.000000Z
12,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 25680.0, 'gameName': 'BRT', 'highScore': 25680.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 58130.0, 'gameName': 'Stroop', 'highScore': 58130.0}, {'score': 51070.0, 'gameName': 'TaskSwitch2', 'highScore': 51070.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1733866534x70k0,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00009BC4) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1733866534x70k0,2024-12-10T21:36:02.000000Z,2024-12-10T21:51:23.000000Z
13,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 131,"[{'score': 33110.0, 'gameName': 'BRT', 'highScore': 33110.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 29640.0, 'gameName': 'Stroop', 'highScore': 29640.0}, {'score': 33860.0, 'gameName': 'TaskSwitch2', 'highScore': 33860.0}, {'score': 8520.0, 'gameName': 'SpatialSpanReverse', 'highScore': 8520.0}]",0,WPI6_17338t8102032o8,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)",0,2,-5,WPI6_17338t8102032o8,2024-12-11T01:37:30.000000Z,2024-12-11T01:52:10.000000Z
14,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 129,"[{'score': 27640.0, 'gameName': 'BRT', 'highScore': 27640.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 38820.0, 'gameName': 'Stroop', 'highScore': 38820.0}, {'score': 27350.0, 'gameName': 'TaskSwitch2', 'highScore': 27350.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_17338487w25j007,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2 Pro, Unspecified Version)",0,2,-5,WPI6_17338487w25j007,2024-12-10T16:42:49.000000Z,2024-12-11T02:05:37.000000Z
15,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 26800.0, 'gameName': 'BRT', 'highScore': 26800.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 50210.0, 'gameName': 'Stroop', 'highScore': 50210.0}, {'score': 25280.0, 'gameName': 'TaskSwitch2', 'highScore': 25280.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_p173e3404848397,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_p173e3404848397,2024-12-05T13:21:23.000000Z,2024-12-05T13:35:31.000000Z
16,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 23720.0, 'gameName': 'BRT', 'highScore': 23720.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 28230.0, 'gameName': 'Stroop', 'highScore': 28230.0}, {'score': 57790.0, 'gameName': 'TaskSwitch2', 'highScore': 57790.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_173152o923x6087,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00003EA0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_173152o923x6087,2024-11-13T20:21:04.000000Z,2024-11-13T20:36:09.000000Z
17,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 37010.0, 'gameName': 'BRT', 'highScore': 37010.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 23630.0, 'gameName': 'Stroop', 'highScore': 23630.0}, {'score': 16330.0, 'gameName': 'TaskSwitch2', 'highScore': 16330.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1731yu427650316,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1731yu427650316,2024-11-12T16:07:57.000000Z,2024-11-12T16:22:17.000000Z
18,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 28140.0, 'gameName': 'BRT', 'highScore': 28140.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 56760.0, 'gameName': 'Stroop', 'highScore': 56760.0}, {'score': 26190.0, 'gameName': 'TaskSwitch2', 'highScore': 26190.0}, {'score': 4970.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4970.0}]",0,WPI6_1731u428574p274,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1731u428574p274,2024-11-12T16:23:50.000000Z,2024-11-12T16:44:07.000000Z
19,17,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 41370.0, 'gameName': 'BRT', 'highScore': 41370.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 66100.0, 'gameName': 'Stroop', 'highScore': 66100.0}, {'score': 5800.0, 'gameName': 'TaskSwitch2', 'highScore': 5800.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1r7320512a66565,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (AMD, AMD Radeon (TM) Graphics (0x000015E7) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1r7320512a66565,2024-11-19T21:22:20.000000Z,2024-11-19T21:40:12.000000Z
