,Age,I18n,App Id,Build,Gender,Section,OS Version,Device Type,Handedness,Device Model,Games Scores,Install Mode,Participant ID,Client Time Zone,Games Play Count,Processor Count,Runtime Platform,System Memory Size,Times Finished Game,Graphics Device Name,Processor Frequency,Games Map Dialog Stage,Client Time Zone Offset,PID,Created At,Updated At
80,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 21680.0, 'gameName': 'BRT', 'highScore': 21680.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 47750.0, 'gameName': 'Stroop', 'highScore': 47750.0}, {'score': 49180.0, 'gameName': 'TaskSwitch2', 'highScore': 49180.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_1733a8059h60889,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00009A60) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1733a8059h60889,2024-12-10T04:46:24.000000Z,2024-12-10T05:03:33.000000Z
81,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 129,"[{'score': 18140.0, 'gameName': 'BRT', 'highScore': 18140.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 44070.0, 'gameName': 'Stroop', 'highScore': 44070.0}, {'score': 21570.0, 'gameName': 'TaskSwitch2', 'highScore': 21570.0}, {'score': 9230.0, 'gameName': 'SpatialSpanReverse', 'highScore': 9230.0}]",0,WPI6_173038474v3d659,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, ANGLE Metal Renderer: Intel(R) Iris(TM) Plus Graphics, Unspecified Version)",0,2,-4,WPI6_173038474v3d659,2024-10-31T14:28:03.000000Z,2024-10-31T14:59:56.000000Z
82,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 31000.0, 'gameName': 'BRT', 'highScore': 31000.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 36490.0, 'gameName': 'Stroop', 'highScore': 36490.0}, {'score': 42990.0, 'gameName': 'TaskSwitch2', 'highScore': 42990.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_17337j6800257n0,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00004688) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17337j6800257n0,2024-12-09T18:14:32.000000Z,2024-12-09T18:32:39.000000Z
83,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 38490.0, 'gameName': 'BRT', 'highScore': 38490.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 36250.0, 'gameName': 'Stroop', 'highScore': 36250.0}, {'score': 23080.0, 'gameName': 'TaskSwitch2', 'highScore': 23080.0}, {'score': 5680.0, 'gameName': 'SpatialSpanReverse', 'highScore': 5680.0}]",0,WPI6_1v733i955008467,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x00001681) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1v733i955008467,2024-12-11T22:11:43.000000Z,2024-12-11T22:24:14.000000Z
84,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 131,"[{'score': 27870.0, 'gameName': 'BRT', 'highScore': 27870.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 39200.0, 'gameName': 'Stroop', 'highScore': 39200.0}, {'score': 38290.0, 'gameName': 'TaskSwitch2', 'highScore': 38290.0}, {'score': 8520.0, 'gameName': 'SpatialSpanReverse', 'highScore': 8520.0}]",0,WPI6_1733770t03c8588,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A788) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1733770t03c8588,2024-12-09T18:47:52.000000Z,2024-12-09T19:04:07.000000Z
85,22,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 30080.0, 'gameName': 'BRT', 'highScore': 30080.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 82070.0, 'gameName': 'Stroop', 'highScore': 82070.0}, {'score': 32790.0, 'gameName': 'TaskSwitch2', 'highScore': 32790.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_1i73396523t4991,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1i73396523t4991,2024-12-12T01:01:23.000000Z,2024-12-12T01:17:56.000000Z
86,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 35850.0, 'gameName': 'BRT', 'highScore': 35850.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 64250.0, 'gameName': 'Stroop', 'highScore': 64250.0}, {'score': 37890.0, 'gameName': 'TaskSwitch2', 'highScore': 37890.0}, {'score': 10650.0, 'gameName': 'SpatialSpanReverse', 'highScore': 10650.0}]",0,WPI6_e1733y347534582,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x00009A60) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_e1733y347534582,2024-12-04T21:26:36.000000Z,2024-12-04T21:45:37.000000Z
87,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 26030.0, 'gameName': 'BRT', 'highScore': 26030.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 33500.0, 'gameName': 'Stroop', 'highScore': 33500.0}, {'score': 740.0, 'gameName': 'TaskSwitch2', 'highScore': 740.0}, {'score': 3550.0, 'gameName': 'SpatialSpanReverse', 'highScore': 3550.0}]",0,WPI6_1i7304e00496415,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) UHD Graphics 600 (0x00003185) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-4,WPI6_1i7304e00496415,2024-10-31T18:50:19.000000Z,2024-10-31T19:05:39.000000Z
88,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 53550.0, 'gameName': 'BRT', 'highScore': 53550.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 36780.0, 'gameName': 'Stroop', 'highScore': 36780.0}, {'score': 39770.0, 'gameName': 'TaskSwitch2', 'highScore': 39770.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_17z337n71914500,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A788) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17z337n71914500,2024-12-09T19:19:06.000000Z,2024-12-09T19:38:11.000000Z
89,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 130,"[{'score': 24570.0, 'gameName': 'BRT', 'highScore': 24570.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 57630.0, 'gameName': 'Stroop', 'highScore': 57630.0}, {'score': 38060.0, 'gameName': 'TaskSwitch2', 'highScore': 38060.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_17pd30418782931,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)",0,2,-4,WPI6_17pd30418782931,2024-10-31T23:53:58.000000Z,2024-11-01T00:08:14.000000Z
90,18,34,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,LEFT,Chrome 130,"[{'score': 31320.0, 'gameName': 'BRT', 'highScore': 31320.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 46290.0, 'gameName': 'Stroop', 'highScore': 46290.0}, {'score': 37410.0, 'gameName': 'TaskSwitch2', 'highScore': 37410.0}, {'score': 6390.0, 'gameName': 'SpatialSpanReverse', 'highScore': 6390.0}]",0,WPI6_17h3110578387b4,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) UHD Graphics 620 (0x00005917) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17h3110578387b4,2024-11-08T22:44:07.000000Z,2024-11-08T23:01:23.000000Z
91,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 33120.0, 'gameName': 'BRT', 'highScore': 33120.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 53430.0, 'gameName': 'Stroop', 'highScore': 53430.0}, {'score': 18500.0, 'gameName': 'TaskSwitch2', 'highScore': 18500.0}, {'score': 4970.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4970.0}]",0,WPI6_1i7z33955583506,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (NVIDIA, NVIDIA GeForce RTX 3080 (0x00002206) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1i7z33955583506,2024-12-11T22:20:31.000000Z,2024-12-11T22:33:51.000000Z
92,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 132,"[{'score': 29100.0, 'gameName': 'BRT', 'highScore': 29100.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 52050.0, 'gameName': 'Stroop', 'highScore': 52050.0}, {'score': 19290.0, 'gameName': 'TaskSwitch2', 'highScore': 19290.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_1737e74876m2689,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x0000A7A0) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1737e74876m2689,2025-01-24T20:00:40.000000Z,2025-01-24T22:01:33.000000Z
93,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 132,"[{'score': 29910.0, 'gameName': 'BRT', 'highScore': 29910.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 27470.0, 'gameName': 'Stroop', 'highScore': 27470.0}, {'score': 15890.0, 'gameName': 'TaskSwitch2', 'highScore': 15890.0}]",0,WPI6_17u37n859249841,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 0, 'lastPlaySession': -1}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,0,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A788) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,1,-5,WPI6_17u37n859249841,2025-01-26T02:41:15.000000Z,2025-01-26T02:50:34.000000Z
94,21,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 132,"[{'score': 25000.0, 'gameName': 'BRT', 'highScore': 25000.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 42730.0, 'gameName': 'Stroop', 'highScore': 42730.0}, {'score': 48550.0, 'gameName': 'TaskSwitch2', 'highScore': 48550.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_17h37i859872534,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (Intel, Intel(R) UHD Graphics (0x0000A788) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17h37i859872534,2025-01-26T02:51:35.000000Z,2025-01-26T03:06:14.000000Z
95,20,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Safari 18.1,"[{'score': 21400.0, 'gameName': 'BRT', 'highScore': 21400.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 41950.0, 'gameName': 'Stroop', 'highScore': 41950.0}, {'score': 29760.0, 'gameName': 'TaskSwitch2', 'highScore': 29760.0}, {'score': 7100.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7100.0}]",0,WPI6_1l736995524u302,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,Apple GPU,0,2,-5,WPI6_1l736995524u302,2025-01-16T02:45:47.000000Z,2025-01-16T03:09:24.000000Z
96,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 31540.0, 'gameName': 'BRT', 'highScore': 31540.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 28200.0, 'gameName': 'Stroop', 'highScore': 28200.0}, {'score': 50280.0, 'gameName': 'TaskSwitch2', 'highScore': 50280.0}, {'score': 9230.0, 'gameName': 'SpatialSpanReverse', 'highScore': 9230.0}]",0,WPI6_1m73704443z1595,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x0000A7A1) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1m73704443z1595,2025-01-16T16:22:06.000000Z,2025-01-16T16:38:26.000000Z
97,34,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 38810.0, 'gameName': 'BRT', 'highScore': 38810.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 9200.0, 'gameName': 'Stroop', 'highScore': 9200.0}, {'score': 47930.0, 'gameName': 'TaskSwitch2', 'highScore': 47930.0}, {'score': 1420.0, 'gameName': 'SpatialSpanReverse', 'highScore': 1420.0}]",0,WPI6_17371297c74k795,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,256,1,"ANGLE (AMD, AMD Radeon(TM) Graphics (0x0000164C) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_17371297c74k795,2025-01-17T16:03:39.000000Z,2025-01-17T16:23:22.000000Z
98,19,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 130,"[{'score': 25170.0, 'gameName': 'BRT', 'highScore': 25170.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 53970.0, 'gameName': 'Stroop', 'highScore': 53970.0}, {'score': 21020.0, 'gameName': 'TaskSwitch2', 'highScore': 21020.0}, {'score': 8520.0, 'gameName': 'SpatialSpanReverse', 'highScore': 8520.0}]",0,WPI6_173h71448348g92,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Intel, Intel(R) Iris(R) Xe Graphics (0x00009A49) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_173h71448348g92,2025-01-17T20:14:27.000000Z,2025-01-17T21:21:53.000000Z
99,18,10,ACE Explorer,1.22.33,UNDEFINED,None,Windows 10,3,RIGHT,Chrome 131,"[{'score': 29740.0, 'gameName': 'BRT', 'highScore': 29740.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 60550.0, 'gameName': 'Stroop', 'highScore': 60550.0}, {'score': 25010.0, 'gameName': 'TaskSwitch2', 'highScore': 25010.0}, {'score': 7810.0, 'gameName': 'SpatialSpanReverse', 'highScore': 7810.0}]",0,WPI6_1r737154721n469,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (AMD, AMD Radeon RX 7900 GRE (0x0000744C) Direct3D11 vs_5_0 ps_5_0, D3D11)",0,2,-5,WPI6_1r737154721n469,2025-01-17T22:59:13.000000Z,2025-01-17T23:14:23.000000Z
100,22,10,ACE Explorer,1.22.33,UNDEFINED,None,Mac OS X 10_15_7,3,RIGHT,Chrome 131,"[{'score': 33240.0, 'gameName': 'BRT', 'highScore': 33240.0}, {'score': 9940.0, 'gameName': 'WTNumber', 'highScore': 9940.0}, {'score': 80760.0, 'gameName': 'Stroop', 'highScore': 80760.0}, {'score': 22220.0, 'gameName': 'TaskSwitch2', 'highScore': 22220.0}, {'score': 4260.0, 'gameName': 'SpatialSpanReverse', 'highScore': 4260.0}]",0,WPI6_p17372196220r04,Eastern Standard Time,"[{'gameName': 'BRT', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'WTNumber', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'Stroop', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'SpatialSpanReverse', 'playCount': 1, 'lastPlaySession': 0}, {'gameName': 'TaskSwitch2', 'playCount': 1, 'lastPlaySession': 0}]",1,17,128,1,"ANGLE (Apple, ANGLE Metal Renderer: Apple M3, Unspecified Version)",0,2,-5,WPI6_p17372196220r04,2025-01-18T17:00:59.000000Z,2025-01-18T17:18:18.000000Z
